date,country,store,product,num_sold
7/27/2015,Sweden,KaggleMart,Kaggle Hat,316
7/27/2015,Sweden,KaggleMart,Kaggle Sticker,95
7/27/2015,Sweden,KaggleRama,Kaggle Mug,292
7/27/2015,Sweden,KaggleRama,Kaggle Hat,540
7/27/2015,Sweden,KaggleRama,Kaggle Sticker,160
7/28/2015,Finland,KaggleMart,Kaggle Mug,132
7/28/2015,Finland,KaggleMart,Kaggle Hat,238
7/28/2015,Finland,KaggleMart,Kaggle Sticker,83
7/28/2015,Finland,KaggleRama,Kaggle Mug,253
7/28/2015,Finland,KaggleRama,Kaggle Hat,431
7/28/2015,Finland,KaggleRama,Kaggle Sticker,147
7/28/2015,Norway,KaggleMart,Kaggle Mug,244
7/28/2015,Norway,KaggleMart,Kaggle Hat,497
7/28/2015,Norway,KaggleMart,Kaggle Sticker,136
7/28/2015,Norway,KaggleRama,Kaggle Mug,383
7/28/2015,Norway,KaggleRama,Kaggle Hat,830
7/28/2015,Norway,KaggleRama,Kaggle Sticker,242
7/28/2015,Sweden,KaggleMart,Kaggle Mug,179
7/28/2015,Sweden,KaggleMart,Kaggle Hat,299
7/28/2015,Sweden,KaggleMart,Kaggle Sticker,98
7/28/2015,Sweden,KaggleRama,Kaggle Mug,301
7/28/2015,Sweden,KaggleRama,Kaggle Hat,589
7/28/2015,Sweden,KaggleRama,Kaggle Sticker,168
7/29/2015,Finland,KaggleMart,Kaggle Mug,147
7/29/2015,Finland,KaggleMart,Kaggle Hat,269
7/29/2015,Finland,KaggleMart,Kaggle Sticker,91
7/29/2015,Finland,KaggleRama,Kaggle Mug,244
7/29/2015,Finland,KaggleRama,Kaggle Hat,436
7/29/2015,Finland,KaggleRama,Kaggle Sticker,146
7/29/2015,Norway,KaggleMart,Kaggle Mug,248
7/29/2015,Norway,KaggleMart,Kaggle Hat,480
7/29/2015,Norway,KaggleMart,Kaggle Sticker,146
7/29/2015,Norway,KaggleRama,Kaggle Mug,432
7/29/2015,Norway,KaggleRama,Kaggle Hat,863
7/29/2015,Norway,KaggleRama,Kaggle Sticker,255
7/29/2015,Sweden,KaggleMart,Kaggle Mug,168
7/29/2015,Sweden,KaggleMart,Kaggle Hat,321
7/29/2015,Sweden,KaggleMart,Kaggle Sticker,98
7/29/2015,Sweden,KaggleRama,Kaggle Mug,330
7/29/2015,Sweden,KaggleRama,Kaggle Hat,573
7/29/2015,Sweden,KaggleRama,Kaggle Sticker,177
7/30/2015,Finland,KaggleMart,Kaggle Mug,149
7/30/2015,Finland,KaggleMart,Kaggle Hat,254
7/30/2015,Finland,KaggleMart,Kaggle Sticker,85
7/30/2015,Finland,KaggleRama,Kaggle Mug,259
7/30/2015,Finland,KaggleRama,Kaggle Hat,448
7/30/2015,Finland,KaggleRama,Kaggle Sticker,149
7/30/2015,Norway,KaggleMart,Kaggle Mug,239
7/30/2015,Norway,KaggleMart,Kaggle Hat,499
7/30/2015,Norway,KaggleMart,Kaggle Sticker,157
7/30/2015,Norway,KaggleRama,Kaggle Mug,428
7/30/2015,Norway,KaggleRama,Kaggle Hat,823
7/30/2015,Norway,KaggleRama,Kaggle Sticker,251
7/30/2015,Sweden,KaggleMart,Kaggle Mug,156
7/30/2015,Sweden,KaggleMart,Kaggle Hat,310
7/30/2015,Sweden,KaggleMart,Kaggle Sticker,106
7/30/2015,Sweden,KaggleRama,Kaggle Mug,281
7/30/2015,Sweden,KaggleRama,Kaggle Hat,595
7/30/2015,Sweden,KaggleRama,Kaggle Sticker,185
7/31/2015,Finland,KaggleMart,Kaggle Mug,151
7/31/2015,Finland,KaggleMart,Kaggle Hat,264
7/31/2015,Finland,KaggleMart,Kaggle Sticker,86
7/31/2015,Finland,KaggleRama,Kaggle Mug,266
7/31/2015,Finland,KaggleRama,Kaggle Hat,489
7/31/2015,Finland,KaggleRama,Kaggle Sticker,158
7/31/2015,Norway,KaggleMart,Kaggle Mug,267
7/31/2015,Norway,KaggleMart,Kaggle Hat,498
7/31/2015,Norway,KaggleMart,Kaggle Sticker,142
7/31/2015,Norway,KaggleRama,Kaggle Mug,439
7/31/2015,Norway,KaggleRama,Kaggle Hat,834
7/31/2015,Norway,KaggleRama,Kaggle Sticker,264
7/31/2015,Sweden,KaggleMart,Kaggle Mug,185
7/31/2015,Sweden,KaggleMart,Kaggle Hat,341
7/31/2015,Sweden,KaggleMart,Kaggle Sticker,100
7/31/2015,Sweden,KaggleRama,Kaggle Mug,307
7/31/2015,Sweden,KaggleRama,Kaggle Hat,555
7/31/2015,Sweden,KaggleRama,Kaggle Sticker,191
8/1/2015,Finland,KaggleMart,Kaggle Mug,180
8/1/2015,Finland,KaggleMart,Kaggle Hat,338
8/1/2015,Finland,KaggleMart,Kaggle Sticker,118
8/1/2015,Finland,KaggleRama,Kaggle Mug,294
8/1/2015,Finland,KaggleRama,Kaggle Hat,572
8/1/2015,Finland,KaggleRama,Kaggle Sticker,185
8/1/2015,Norway,KaggleMart,Kaggle Mug,318
8/1/2015,Norway,KaggleMart,Kaggle Hat,546
8/1/2015,Norway,KaggleMart,Kaggle Sticker,193
8/1/2015,Norway,KaggleRama,Kaggle Mug,545
8/1/2015,Norway,KaggleRama,Kaggle Hat,1019
8/1/2015,Norway,KaggleRama,Kaggle Sticker,304
8/1/2015,Sweden,KaggleMart,Kaggle Mug,216
8/1/2015,Sweden,KaggleMart,Kaggle Hat,414
8/1/2015,Sweden,KaggleMart,Kaggle Sticker,125
8/1/2015,Sweden,KaggleRama,Kaggle Mug,340
8/1/2015,Sweden,KaggleRama,Kaggle Hat,735
8/1/2015,Sweden,KaggleRama,Kaggle Sticker,212
8/2/2015,Finland,KaggleMart,Kaggle Mug,183
8/2/2015,Finland,KaggleMart,Kaggle Hat,328
8/2/2015,Finland,KaggleMart,Kaggle Sticker,96
8/2/2015,Finland,KaggleRama,Kaggle Mug,300
8/2/2015,Finland,KaggleRama,Kaggle Hat,512
8/2/2015,Finland,KaggleRama,Kaggle Sticker,176
8/2/2015,Norway,KaggleMart,Kaggle Mug,295
8/2/2015,Norway,KaggleMart,Kaggle Hat,585
8/2/2015,Norway,KaggleMart,Kaggle Sticker,174
8/2/2015,Norway,KaggleRama,Kaggle Mug,469
8/2/2015,Norway,KaggleRama,Kaggle Hat,973
8/2/2015,Norway,KaggleRama,Kaggle Sticker,327
8/2/2015,Sweden,KaggleMart,Kaggle Mug,205
8/2/2015,Sweden,KaggleMart,Kaggle Hat,388
8/2/2015,Sweden,KaggleMart,Kaggle Sticker,132
8/2/2015,Sweden,KaggleRama,Kaggle Mug,350
8/2/2015,Sweden,KaggleRama,Kaggle Hat,670
8/2/2015,Sweden,KaggleRama,Kaggle Sticker,199
8/3/2015,Finland,KaggleMart,Kaggle Mug,128
8/3/2015,Finland,KaggleMart,Kaggle Hat,263
8/3/2015,Finland,KaggleMart,Kaggle Sticker,89
8/3/2015,Finland,KaggleRama,Kaggle Mug,251
8/3/2015,Finland,KaggleRama,Kaggle Hat,501
8/3/2015,Finland,KaggleRama,Kaggle Sticker,149
8/3/2015,Norway,KaggleMart,Kaggle Mug,276
8/3/2015,Norway,KaggleMart,Kaggle Hat,410
8/3/2015,Norway,KaggleMart,Kaggle Sticker,143
8/3/2015,Norway,KaggleRama,Kaggle Mug,429
8/3/2015,Norway,KaggleRama,Kaggle Hat,779
8/3/2015,Norway,KaggleRama,Kaggle Sticker,254
8/3/2015,Sweden,KaggleMart,Kaggle Mug,170
8/3/2015,Sweden,KaggleMart,Kaggle Hat,308
8/3/2015,Sweden,KaggleMart,Kaggle Sticker,96
8/3/2015,Sweden,KaggleRama,Kaggle Mug,297
8/3/2015,Sweden,KaggleRama,Kaggle Hat,476
8/3/2015,Sweden,KaggleRama,Kaggle Sticker,184
8/4/2015,Finland,KaggleMart,Kaggle Mug,161
8/4/2015,Finland,KaggleMart,Kaggle Hat,269
8/4/2015,Finland,KaggleMart,Kaggle Sticker,81
8/4/2015,Finland,KaggleRama,Kaggle Mug,267
8/4/2015,Finland,KaggleRama,Kaggle Hat,443
8/4/2015,Finland,KaggleRama,Kaggle Sticker,151
8/4/2015,Norway,KaggleMart,Kaggle Mug,249
8/4/2015,Norway,KaggleMart,Kaggle Hat,444
8/4/2015,Norway,KaggleMart,Kaggle Sticker,157
8/4/2015,Norway,KaggleRama,Kaggle Mug,445
8/4/2015,Norway,KaggleRama,Kaggle Hat,748
8/4/2015,Norway,KaggleRama,Kaggle Sticker,233
8/4/2015,Sweden,KaggleMart,Kaggle Mug,188
8/4/2015,Sweden,KaggleMart,Kaggle Hat,279
8/4/2015,Sweden,KaggleMart,Kaggle Sticker,102
8/4/2015,Sweden,KaggleRama,Kaggle Mug,293
8/4/2015,Sweden,KaggleRama,Kaggle Hat,566
8/4/2015,Sweden,KaggleRama,Kaggle Sticker,165
8/5/2015,Finland,KaggleMart,Kaggle Mug,137
8/5/2015,Finland,KaggleMart,Kaggle Hat,261
8/5/2015,Finland,KaggleMart,Kaggle Sticker,85
8/5/2015,Finland,KaggleRama,Kaggle Mug,260
8/5/2015,Finland,KaggleRama,Kaggle Hat,439
8/5/2015,Finland,KaggleRama,Kaggle Sticker,142
8/5/2015,Norway,KaggleMart,Kaggle Mug,263
8/5/2015,Norway,KaggleMart,Kaggle Hat,442
8/5/2015,Norway,KaggleMart,Kaggle Sticker,144
8/5/2015,Norway,KaggleRama,Kaggle Mug,492
8/5/2015,Norway,KaggleRama,Kaggle Hat,705
8/5/2015,Norway,KaggleRama,Kaggle Sticker,254
8/5/2015,Sweden,KaggleMart,Kaggle Mug,179
8/5/2015,Sweden,KaggleMart,Kaggle Hat,327
8/5/2015,Sweden,KaggleMart,Kaggle Sticker,93
8/5/2015,Sweden,KaggleRama,Kaggle Mug,254
8/5/2015,Sweden,KaggleRama,Kaggle Hat,480
8/5/2015,Sweden,KaggleRama,Kaggle Sticker,166
8/6/2015,Finland,KaggleMart,Kaggle Mug,131
8/6/2015,Finland,KaggleMart,Kaggle Hat,243
8/6/2015,Finland,KaggleMart,Kaggle Sticker,88
8/6/2015,Finland,KaggleRama,Kaggle Mug,261
8/6/2015,Finland,KaggleRama,Kaggle Hat,442
8/6/2015,Finland,KaggleRama,Kaggle Sticker,136
8/6/2015,Norway,KaggleMart,Kaggle Mug,237
8/6/2015,Norway,KaggleMart,Kaggle Hat,457
8/6/2015,Norway,KaggleMart,Kaggle Sticker,142
8/6/2015,Norway,KaggleRama,Kaggle Mug,458
8/6/2015,Norway,KaggleRama,Kaggle Hat,698
8/6/2015,Norway,KaggleRama,Kaggle Sticker,247
8/6/2015,Sweden,KaggleMart,Kaggle Mug,156
8/6/2015,Sweden,KaggleMart,Kaggle Hat,308
8/6/2015,Sweden,KaggleMart,Kaggle Sticker,99
8/6/2015,Sweden,KaggleRama,Kaggle Mug,299
8/6/2015,Sweden,KaggleRama,Kaggle Hat,538
8/6/2015,Sweden,KaggleRama,Kaggle Sticker,170
8/7/2015,Finland,KaggleMart,Kaggle Mug,136
8/7/2015,Finland,KaggleMart,Kaggle Hat,275
8/7/2015,Finland,KaggleMart,Kaggle Sticker,89
8/7/2015,Finland,KaggleRama,Kaggle Mug,254
8/7/2015,Finland,KaggleRama,Kaggle Hat,454
8/7/2015,Finland,KaggleRama,Kaggle Sticker,154
8/7/2015,Norway,KaggleMart,Kaggle Mug,255
8/7/2015,Norway,KaggleMart,Kaggle Hat,447
8/7/2015,Norway,KaggleMart,Kaggle Sticker,151
8/7/2015,Norway,KaggleRama,Kaggle Mug,427
8/7/2015,Norway,KaggleRama,Kaggle Hat,797
8/7/2015,Norway,KaggleRama,Kaggle Sticker,264
8/7/2015,Sweden,KaggleMart,Kaggle Mug,173
8/7/2015,Sweden,KaggleMart,Kaggle Hat,314
8/7/2015,Sweden,KaggleMart,Kaggle Sticker,108
8/7/2015,Sweden,KaggleRama,Kaggle Mug,321
8/7/2015,Sweden,KaggleRama,Kaggle Hat,625
8/7/2015,Sweden,KaggleRama,Kaggle Sticker,189
8/8/2015,Finland,KaggleMart,Kaggle Mug,166
8/8/2015,Finland,KaggleMart,Kaggle Hat,323
8/8/2015,Finland,KaggleMart,Kaggle Sticker,98
8/8/2015,Finland,KaggleRama,Kaggle Mug,315
8/8/2015,Finland,KaggleRama,Kaggle Hat,535
8/8/2015,Finland,KaggleRama,Kaggle Sticker,173
8/8/2015,Norway,KaggleMart,Kaggle Mug,293
8/8/2015,Norway,KaggleMart,Kaggle Hat,553
8/8/2015,Norway,KaggleMart,Kaggle Sticker,172
8/8/2015,Norway,KaggleRama,Kaggle Mug,553
8/8/2015,Norway,KaggleRama,Kaggle Hat,936
8/8/2015,Norway,KaggleRama,Kaggle Sticker,345
8/8/2015,Sweden,KaggleMart,Kaggle Mug,209
8/8/2015,Sweden,KaggleMart,Kaggle Hat,388
8/8/2015,Sweden,KaggleMart,Kaggle Sticker,124
8/8/2015,Sweden,KaggleRama,Kaggle Mug,385
8/8/2015,Sweden,KaggleRama,Kaggle Hat,719
8/8/2015,Sweden,KaggleRama,Kaggle Sticker,209
8/9/2015,Finland,KaggleMart,Kaggle Mug,184
8/9/2015,Finland,KaggleMart,Kaggle Hat,321
8/9/2015,Finland,KaggleMart,Kaggle Sticker,105
8/9/2015,Finland,KaggleRama,Kaggle Mug,326
8/9/2015,Finland,KaggleRama,Kaggle Hat,552
8/9/2015,Finland,KaggleRama,Kaggle Sticker,180
8/9/2015,Norway,KaggleMart,Kaggle Mug,306
8/9/2015,Norway,KaggleMart,Kaggle Hat,556
8/9/2015,Norway,KaggleMart,Kaggle Sticker,169
8/9/2015,Norway,KaggleRama,Kaggle Mug,582
8/9/2015,Norway,KaggleRama,Kaggle Hat,1010
8/9/2015,Norway,KaggleRama,Kaggle Sticker,282
8/9/2015,Sweden,KaggleMart,Kaggle Mug,236
8/9/2015,Sweden,KaggleMart,Kaggle Hat,360
8/9/2015,Sweden,KaggleMart,Kaggle Sticker,126
8/9/2015,Sweden,KaggleRama,Kaggle Mug,390
8/9/2015,Sweden,KaggleRama,Kaggle Hat,648
8/9/2015,Sweden,KaggleRama,Kaggle Sticker,228
8/10/2015,Finland,KaggleMart,Kaggle Mug,160
8/10/2015,Finland,KaggleMart,Kaggle Hat,249
8/10/2015,Finland,KaggleMart,Kaggle Sticker,76
8/10/2015,Finland,KaggleRama,Kaggle Mug,236
8/10/2015,Finland,KaggleRama,Kaggle Hat,437
8/10/2015,Finland,KaggleRama,Kaggle Sticker,147
8/10/2015,Norway,KaggleMart,Kaggle Mug,239
8/10/2015,Norway,KaggleMart,Kaggle Hat,421
8/10/2015,Norway,KaggleMart,Kaggle Sticker,136
8/10/2015,Norway,KaggleRama,Kaggle Mug,473
8/10/2015,Norway,KaggleRama,Kaggle Hat,747
8/10/2015,Norway,KaggleRama,Kaggle Sticker,257
8/10/2015,Sweden,KaggleMart,Kaggle Mug,173
8/10/2015,Sweden,KaggleMart,Kaggle Hat,319
8/10/2015,Sweden,KaggleMart,Kaggle Sticker,94
8/10/2015,Sweden,KaggleRama,Kaggle Mug,274
8/10/2015,Sweden,KaggleRama,Kaggle Hat,504
8/10/2015,Sweden,KaggleRama,Kaggle Sticker,172
8/11/2015,Finland,KaggleMart,Kaggle Mug,134
8/11/2015,Finland,KaggleMart,Kaggle Hat,255
8/11/2015,Finland,KaggleMart,Kaggle Sticker,86
8/11/2015,Finland,KaggleRama,Kaggle Mug,237
8/11/2015,Finland,KaggleRama,Kaggle Hat,430
8/11/2015,Finland,KaggleRama,Kaggle Sticker,137
8/11/2015,Norway,KaggleMart,Kaggle Mug,225
8/11/2015,Norway,KaggleMart,Kaggle Hat,453
8/11/2015,Norway,KaggleMart,Kaggle Sticker,158
8/11/2015,Norway,KaggleRama,Kaggle Mug,444
8/11/2015,Norway,KaggleRama,Kaggle Hat,702
8/11/2015,Norway,KaggleRama,Kaggle Sticker,248
8/11/2015,Sweden,KaggleMart,Kaggle Mug,181
8/11/2015,Sweden,KaggleMart,Kaggle Hat,303
8/11/2015,Sweden,KaggleMart,Kaggle Sticker,97
8/11/2015,Sweden,KaggleRama,Kaggle Mug,307
8/11/2015,Sweden,KaggleRama,Kaggle Hat,541
8/11/2015,Sweden,KaggleRama,Kaggle Sticker,173
8/12/2015,Finland,KaggleMart,Kaggle Mug,140
8/12/2015,Finland,KaggleMart,Kaggle Hat,257
8/12/2015,Finland,KaggleMart,Kaggle Sticker,79
8/12/2015,Finland,KaggleRama,Kaggle Mug,247
8/12/2015,Finland,KaggleRama,Kaggle Hat,399
8/12/2015,Finland,KaggleRama,Kaggle Sticker,144
8/12/2015,Norway,KaggleMart,Kaggle Mug,264
8/12/2015,Norway,KaggleMart,Kaggle Hat,414
8/12/2015,Norway,KaggleMart,Kaggle Sticker,158
8/12/2015,Norway,KaggleRama,Kaggle Mug,416
8/12/2015,Norway,KaggleRama,Kaggle Hat,793
8/12/2015,Norway,KaggleRama,Kaggle Sticker,254
8/12/2015,Sweden,KaggleMart,Kaggle Mug,162
8/12/2015,Sweden,KaggleMart,Kaggle Hat,304
8/12/2015,Sweden,KaggleMart,Kaggle Sticker,94
8/12/2015,Sweden,KaggleRama,Kaggle Mug,325
8/12/2015,Sweden,KaggleRama,Kaggle Hat,508
8/12/2015,Sweden,KaggleRama,Kaggle Sticker,165
8/13/2015,Finland,KaggleMart,Kaggle Mug,149
8/13/2015,Finland,KaggleMart,Kaggle Hat,259
8/13/2015,Finland,KaggleMart,Kaggle Sticker,88
8/13/2015,Finland,KaggleRama,Kaggle Mug,252
8/13/2015,Finland,KaggleRama,Kaggle Hat,441
8/13/2015,Finland,KaggleRama,Kaggle Sticker,139
8/13/2015,Norway,KaggleMart,Kaggle Mug,268
8/13/2015,Norway,KaggleMart,Kaggle Hat,416
8/13/2015,Norway,KaggleMart,Kaggle Sticker,144
8/13/2015,Norway,KaggleRama,Kaggle Mug,432
8/13/2015,Norway,KaggleRama,Kaggle Hat,685
8/13/2015,Norway,KaggleRama,Kaggle Sticker,269
8/13/2015,Sweden,KaggleMart,Kaggle Mug,176
8/13/2015,Sweden,KaggleMart,Kaggle Hat,321
8/13/2015,Sweden,KaggleMart,Kaggle Sticker,105
8/13/2015,Sweden,KaggleRama,Kaggle Mug,307
8/13/2015,Sweden,KaggleRama,Kaggle Hat,530
8/13/2015,Sweden,KaggleRama,Kaggle Sticker,164
8/14/2015,Finland,KaggleMart,Kaggle Mug,158
8/14/2015,Finland,KaggleMart,Kaggle Hat,265
8/14/2015,Finland,KaggleMart,Kaggle Sticker,90
8/14/2015,Finland,KaggleRama,Kaggle Mug,268
8/14/2015,Finland,KaggleRama,Kaggle Hat,448
8/14/2015,Finland,KaggleRama,Kaggle Sticker,140
8/14/2015,Norway,KaggleMart,Kaggle Mug,267
8/14/2015,Norway,KaggleMart,Kaggle Hat,479
8/14/2015,Norway,KaggleMart,Kaggle Sticker,134
8/14/2015,Norway,KaggleRama,Kaggle Mug,486
8/14/2015,Norway,KaggleRama,Kaggle Hat,783
8/14/2015,Norway,KaggleRama,Kaggle Sticker,266
8/14/2015,Sweden,KaggleMart,Kaggle Mug,176
8/14/2015,Sweden,KaggleMart,Kaggle Hat,300
8/14/2015,Sweden,KaggleMart,Kaggle Sticker,98
8/14/2015,Sweden,KaggleRama,Kaggle Mug,319
8/14/2015,Sweden,KaggleRama,Kaggle Hat,630
8/14/2015,Sweden,KaggleRama,Kaggle Sticker,177
8/15/2015,Finland,KaggleMart,Kaggle Mug,182
8/15/2015,Finland,KaggleMart,Kaggle Hat,318
8/15/2015,Finland,KaggleMart,Kaggle Sticker,109
8/15/2015,Finland,KaggleRama,Kaggle Mug,315
8/15/2015,Finland,KaggleRama,Kaggle Hat,541
8/15/2015,Finland,KaggleRama,Kaggle Sticker,182
8/15/2015,Norway,KaggleMart,Kaggle Mug,295
8/15/2015,Norway,KaggleMart,Kaggle Hat,534
8/15/2015,Norway,KaggleMart,Kaggle Sticker,198
8/15/2015,Norway,KaggleRama,Kaggle Mug,523
8/15/2015,Norway,KaggleRama,Kaggle Hat,925
8/15/2015,Norway,KaggleRama,Kaggle Sticker,322
8/15/2015,Sweden,KaggleMart,Kaggle Mug,221
8/15/2015,Sweden,KaggleMart,Kaggle Hat,349
8/15/2015,Sweden,KaggleMart,Kaggle Sticker,129
8/15/2015,Sweden,KaggleRama,Kaggle Mug,402
8/15/2015,Sweden,KaggleRama,Kaggle Hat,676
8/15/2015,Sweden,KaggleRama,Kaggle Sticker,215
8/16/2015,Finland,KaggleMart,Kaggle Mug,188
8/16/2015,Finland,KaggleMart,Kaggle Hat,289
8/16/2015,Finland,KaggleMart,Kaggle Sticker,102
8/16/2015,Finland,KaggleRama,Kaggle Mug,314
8/16/2015,Finland,KaggleRama,Kaggle Hat,583
8/16/2015,Finland,KaggleRama,Kaggle Sticker,173
8/16/2015,Norway,KaggleMart,Kaggle Mug,307
8/16/2015,Norway,KaggleMart,Kaggle Hat,524
8/16/2015,Norway,KaggleMart,Kaggle Sticker,178
8/16/2015,Norway,KaggleRama,Kaggle Mug,532
8/16/2015,Norway,KaggleRama,Kaggle Hat,932
8/16/2015,Norway,KaggleRama,Kaggle Sticker,316
8/16/2015,Sweden,KaggleMart,Kaggle Mug,218
8/16/2015,Sweden,KaggleMart,Kaggle Hat,357
8/16/2015,Sweden,KaggleMart,Kaggle Sticker,123
8/16/2015,Sweden,KaggleRama,Kaggle Mug,374
8/16/2015,Sweden,KaggleRama,Kaggle Hat,689
8/16/2015,Sweden,KaggleRama,Kaggle Sticker,207
8/17/2015,Finland,KaggleMart,Kaggle Mug,155
8/17/2015,Finland,KaggleMart,Kaggle Hat,243
8/17/2015,Finland,KaggleMart,Kaggle Sticker,83
8/17/2015,Finland,KaggleRama,Kaggle Mug,251
8/17/2015,Finland,KaggleRama,Kaggle Hat,384
8/17/2015,Finland,KaggleRama,Kaggle Sticker,142
8/17/2015,Norway,KaggleMart,Kaggle Mug,251
8/17/2015,Norway,KaggleMart,Kaggle Hat,422
8/17/2015,Norway,KaggleMart,Kaggle Sticker,143
8/17/2015,Norway,KaggleRama,Kaggle Mug,437
8/17/2015,Norway,KaggleRama,Kaggle Hat,661
8/17/2015,Norway,KaggleRama,Kaggle Sticker,239
8/17/2015,Sweden,KaggleMart,Kaggle Mug,181
8/17/2015,Sweden,KaggleMart,Kaggle Hat,294
8/17/2015,Sweden,KaggleMart,Kaggle Sticker,97
8/17/2015,Sweden,KaggleRama,Kaggle Mug,310
8/17/2015,Sweden,KaggleRama,Kaggle Hat,549
8/17/2015,Sweden,KaggleRama,Kaggle Sticker,166
8/18/2015,Finland,KaggleMart,Kaggle Mug,142
8/18/2015,Finland,KaggleMart,Kaggle Hat,227
8/18/2015,Finland,KaggleMart,Kaggle Sticker,92
8/18/2015,Finland,KaggleRama,Kaggle Mug,259
8/18/2015,Finland,KaggleRama,Kaggle Hat,413
8/18/2015,Finland,KaggleRama,Kaggle Sticker,131
8/18/2015,Norway,KaggleMart,Kaggle Mug,254
8/18/2015,Norway,KaggleMart,Kaggle Hat,420
8/18/2015,Norway,KaggleMart,Kaggle Sticker,145
8/18/2015,Norway,KaggleRama,Kaggle Mug,435
8/18/2015,Norway,KaggleRama,Kaggle Hat,742
8/18/2015,Norway,KaggleRama,Kaggle Sticker,268
8/18/2015,Sweden,KaggleMart,Kaggle Mug,163
8/18/2015,Sweden,KaggleMart,Kaggle Hat,303
8/18/2015,Sweden,KaggleMart,Kaggle Sticker,109
8/18/2015,Sweden,KaggleRama,Kaggle Mug,296
8/18/2015,Sweden,KaggleRama,Kaggle Hat,515
8/18/2015,Sweden,KaggleRama,Kaggle Sticker,174
8/19/2015,Finland,KaggleMart,Kaggle Mug,149
8/19/2015,Finland,KaggleMart,Kaggle Hat,269
8/19/2015,Finland,KaggleMart,Kaggle Sticker,87
8/19/2015,Finland,KaggleRama,Kaggle Mug,258
8/19/2015,Finland,KaggleRama,Kaggle Hat,451
8/19/2015,Finland,KaggleRama,Kaggle Sticker,147
8/19/2015,Norway,KaggleMart,Kaggle Mug,269
8/19/2015,Norway,KaggleMart,Kaggle Hat,415
8/19/2015,Norway,KaggleMart,Kaggle Sticker,149
8/19/2015,Norway,KaggleRama,Kaggle Mug,404
8/19/2015,Norway,KaggleRama,Kaggle Hat,803
8/19/2015,Norway,KaggleRama,Kaggle Sticker,235
8/19/2015,Sweden,KaggleMart,Kaggle Mug,184
8/19/2015,Sweden,KaggleMart,Kaggle Hat,285
8/19/2015,Sweden,KaggleMart,Kaggle Sticker,103
8/19/2015,Sweden,KaggleRama,Kaggle Mug,313
8/19/2015,Sweden,KaggleRama,Kaggle Hat,571
8/19/2015,Sweden,KaggleRama,Kaggle Sticker,173
8/20/2015,Finland,KaggleMart,Kaggle Mug,143
8/20/2015,Finland,KaggleMart,Kaggle Hat,246
8/20/2015,Finland,KaggleMart,Kaggle Sticker,74
8/20/2015,Finland,KaggleRama,Kaggle Mug,276
8/20/2015,Finland,KaggleRama,Kaggle Hat,440
8/20/2015,Finland,KaggleRama,Kaggle Sticker,147
8/20/2015,Norway,KaggleMart,Kaggle Mug,267
8/20/2015,Norway,KaggleMart,Kaggle Hat,428
8/20/2015,Norway,KaggleMart,Kaggle Sticker,139
8/20/2015,Norway,KaggleRama,Kaggle Mug,447
8/20/2015,Norway,KaggleRama,Kaggle Hat,709
8/20/2015,Norway,KaggleRama,Kaggle Sticker,268
8/20/2015,Sweden,KaggleMart,Kaggle Mug,189
8/20/2015,Sweden,KaggleMart,Kaggle Hat,313
8/20/2015,Sweden,KaggleMart,Kaggle Sticker,103
8/20/2015,Sweden,KaggleRama,Kaggle Mug,306
8/20/2015,Sweden,KaggleRama,Kaggle Hat,484
8/20/2015,Sweden,KaggleRama,Kaggle Sticker,176
8/21/2015,Finland,KaggleMart,Kaggle Mug,148
8/21/2015,Finland,KaggleMart,Kaggle Hat,243
8/21/2015,Finland,KaggleMart,Kaggle Sticker,88
8/21/2015,Finland,KaggleRama,Kaggle Mug,279
8/21/2015,Finland,KaggleRama,Kaggle Hat,406
8/21/2015,Finland,KaggleRama,Kaggle Sticker,152
8/21/2015,Norway,KaggleMart,Kaggle Mug,275
8/21/2015,Norway,KaggleMart,Kaggle Hat,449
8/21/2015,Norway,KaggleMart,Kaggle Sticker,159
8/21/2015,Norway,KaggleRama,Kaggle Mug,412
8/21/2015,Norway,KaggleRama,Kaggle Hat,736
8/21/2015,Norway,KaggleRama,Kaggle Sticker,282
8/21/2015,Sweden,KaggleMart,Kaggle Mug,190
8/21/2015,Sweden,KaggleMart,Kaggle Hat,283
8/21/2015,Sweden,KaggleMart,Kaggle Sticker,100
8/21/2015,Sweden,KaggleRama,Kaggle Mug,330
8/21/2015,Sweden,KaggleRama,Kaggle Hat,528
8/21/2015,Sweden,KaggleRama,Kaggle Sticker,181
8/22/2015,Finland,KaggleMart,Kaggle Mug,175
8/22/2015,Finland,KaggleMart,Kaggle Hat,288
8/22/2015,Finland,KaggleMart,Kaggle Sticker,94
8/22/2015,Finland,KaggleRama,Kaggle Mug,329
8/22/2015,Finland,KaggleRama,Kaggle Hat,537
8/22/2015,Finland,KaggleRama,Kaggle Sticker,174
8/22/2015,Norway,KaggleMart,Kaggle Mug,327
8/22/2015,Norway,KaggleMart,Kaggle Hat,502
8/22/2015,Norway,KaggleMart,Kaggle Sticker,184
8/22/2015,Norway,KaggleRama,Kaggle Mug,586
8/22/2015,Norway,KaggleRama,Kaggle Hat,877
8/22/2015,Norway,KaggleRama,Kaggle Sticker,309
8/22/2015,Sweden,KaggleMart,Kaggle Mug,224
8/22/2015,Sweden,KaggleMart,Kaggle Hat,366
8/22/2015,Sweden,KaggleMart,Kaggle Sticker,139
8/22/2015,Sweden,KaggleRama,Kaggle Mug,406
